# key	english
Items/Box Square Small Red	Small Square Red Box
Items/BoxCookies	Cookies Box
Items/BoxRoundBlue	Round Blue Box 
Items/BoxRoundGreen	Round Green Box 
Items/BoxRoundRed	Round Red Box 
Items/BreadBox	Bread Box
Items/Can	Can
Items/Can_long	Can
Items/Can_puszka_long	Can
Items/Can_square	Can
Items/Canvas	Canvas
Items/Canvas2	Canvas
Items/Carpet	Carpet
Items/Carrot	Carrot
Items/Chair	Chair
Items/Chair Wood	Wood Chair
Items/Chandelier	Ceiling Lamp
Items/Chandelier2	Ceiling Lamp
Items/Chandelier3	Ceiling Lamp
Items/Chandelier5	Ceiling Lamp
Items/Computer	Computer
Items/Corn	Corn
Items/CrateBox1	Crate
Items/Cup Green	Green Cup
Items/Cup Purple	Purple Cup
Items/Cup Red	Red Cup
Items/Cup White	White Cup
Items/DesKeyApple	An apple a day keeps the doctor away.
Items/DesKeyAxe	You know what they say about axes. \nExactly, they are good at chopping. 
Items/DesKeyBackpack	Gives you ability to carry more.
Items/DesKeyBaseballBat	Take a swing and hit. (You didn't expect any baseball teams in Murricaville, did you?)
Items/DesKeyBed	Ah, sweet sleep. Sleeping is useful for recovering energy.
Items/DesKeyBin	An entry to a bottomless void that can devour any matter. \nTry not to fall in there.
Items/DesKeyBiodieselBarrel1	You can store fuel here.
Items/DesKeyBlueberrie	Forest fruits. You can eat them or cook them.
Items/DesKeyBlueberryTest	Gifts of the forest. \nAlso you can eat or cook them.
Items/DesKeyBook	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBook1	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBook2	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBook3	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBook4	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBookSet1	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBookSet2	They say reading books broadens your horizons and increases your cultural and social capital.\nBut you can also scrap them for materials.\n
Items/DesKeyBowl1	You can eat from it or scrap it for materials.
Items/DesKeyBox Square Large Blue	A blue box. Can be disassembled.
Items/DesKeyBox Square Large Green	A green box. Can be disassembled.
Items/DesKeyBox Square Large Red	Some people keep cookies in those. Others transform them into weapons.
Items/DesKeyBox Square Small Blue	Where did all these cookies go?
Items/DesKeyBox Square Small Green	Can be disassembled. A good source of materials.
Items/DesKeyBox Square Small Red	Can be disassembled. A good source of materials.
Items/DesKeyBoxCookies	Can be disassembled. A good source of materials.
Items/DesKeyBoxRoundBlue	Can be disassembled. A good source of materials.
Items/DesKeyBoxRoundGreen	Can be disassembled. A good source of materials.
Items/DesKeyBoxRoundRed	Can be disassembled. A good source of materials.
Items/DesKeyBreadBox	Preppers don't use breadboxes, but they still be used for materials.
Items/DesKeyCan	This is the basic unit of food. Gonna save you in difficult situations.
Items/DesKeyCan_long	This is the basic unit of food. Gonna save you in difficult situations.
Items/DesKeyCan_puszka_long	This is the basic unit of food. Gonna save you in difficult situations.
Items/DesKeyCan_square	This is the basic unit of food. Gonna save you in difficult situations.
Items/DesKeyCanvas	One of your priceless paintings.
Items/DesKeyCanvas2	One of your priceless paintings.
Items/DesKeyCarpet	Don't let ANYBODY look under the carpet.
Items/DesKeyCarrot	You can eat it raw or cook it. Such a versatile veggie.
Items/DesKeyChair	You can not only sit on it, but also disassemble it!
Items/DesKeyChair Wood	You can not only sit on it, but also disassemble it!
Items/DesKeyChandelier	Let there be a light! But you can also sell or disassemble it.
Items/DesKeyChandelier2	Let there be a light! But you can also sell or disassemble it.
Items/DesKeyChandelier3	Let there be a light! But you can also sell or disassemble it.
Items/DesKeyChandelier5	Let there be a light! But you can also sell or disassemble it.
Items/DesKeyComputer	A miracle of modern technology. It can be a source of materials, too.
Items/DesKeyCorn	Tastes best when cooked. Also, you can make flour of it.
Items/DesKeyCrateBox1	Just a basic wooden box. Easy to disassemble.
Items/DesKeyCup Green	Useful for holding liquids. Can be dissassembled. A good source of materials.
Items/DesKeyCup Purple	Useful for holding liquids. Can be dissassembled. A good source of materials.
Items/DesKeyCup Red	Useful for holding liquids. Can be dissassembled. A good source of materials.
Items/DesKeyCup White	Useful for holding liquids. Can be dissassembled. A good source of materials.
Items/DesKeyDieselBarrel1	Store fuel here.
Items/DesKeyElectronics	Rare basic material. 
Items/DesKeyField Ration	This is the basic unit of food. Gonna save you in difficult situations.
Items/DesKeyField Ration Big	This is the bigger unit of food. Gonna save you in difficult situations.
Items/DesKeyFlower	A house plant. Purely decorative. Doesn't even have a name.
Items/DesKeyFlower2	A house plant. Purely decorative. Doesn't even have a name.
Items/DesKeyFreezer	Food stored in this container will never go off.\n
Items/DesKeyFridge	Use it to store your food and protect it from going off.
Items/DesKeyFuel	The basic unit of energy. Can be used in a generator.
Items/DesKeyGasolineBarrel	Store some fuel to be able to power your generator in the future.
Items/DesKeyGenerator	It will allow you to become independent of your energy supplier. Devours fuel like a monster.
Items/DesKeyGlass	Basic material. You can get it by transforming stone in a furnace.
Items/DesKeyGreenHouse	Makes your plants feel cozy by providing them with light. Tomatoes and oranges can grow in there.
Items/DesKeyGround	Basic material. Allows you to make patches of soil for gardening.
Items/DesKeyHuntingClothes	Allows you to be a better hunter. Use it in the woods.
Items/DesKeyKettle	Perhaps it can make tea?
Items/DesKeyKitchenHood	A kitchen hood. Saves you from fumes or gives you materials.
Items/Kitchen Cupboard	A simple kitchen cupboard. Disassemble it. Just do it!
Items/DesKeyKitchenWardrobe3	A simple kitchen cupboard. Disassemble it. Just do it!
Items/DesKeyKitchenWardrobe4	A simple kitchen cupboard. Disassemble it. Just do it!
Items/DesKeyKitchenWardrobe5	A simple kitchen cupboard. Disassemble it. Just do it!
Items/DesKeyKitchenWardrobe_M	A simple kitchen cupboard. Disassemble it. Just do it!
Items/DesKeyLadder	Use it to move between levels in your bunker.
Items/DesKeyLamp	This kind of lamp is supposedly perfect for use in underground shelters.
Items/DesKeyLettuce	Good for making pickled foods or fresh salads.
Items/DesKeyLever	A relatively simple lever. Maybe it will be useful in fixing the ropeway?
Items/DesKeyLog	Chunky and heavy, but worth taking home.
Items/DesKeyLoona Tuna	Food is food, even if it smells fishy.
Items/DesKeyMailBox	Your window to the world. Brings you good and bad news. Also used for trading.
Items/DesKeyManhole	Use it to move around in your bunker.
Items/DesKeyMeat	A basis for a hearty meal.\nIt can be cooked, dried, or done however you want.
Items/DesKeyMetal	Basic material. Metal will be useful for plenty of things you build.
Items/DesKeyMinerHelmet	Protects your head and has a light attached. Useful underground, perhaps?
Items/DesKeyMoney	The basic means of payment in your beautiful country: an apocalyptic dollar.
Items/DesKeyNewspaper	Only the truest and most relevant information. \nDon't miss the next weeks of OUR TRUTH!
Items/DesKeyOilBarrel1	You can store the surplus of oil in here.
Items/DesKeyOrange	Maybe it can be transformed to something delicious.
Items/DesKeyPan	Just a frying pan. You will receive some materials after disassembling. 
Items/DesKeyPhone	Hello? Is it me you're looking for? 
Items/DesKeyPicture1	One of your priceless paintings.
Items/DesKeyPlastic	Basic material. 
Items/DesKeyPlate Green	You don't need all these plates. You will receive glass after disassembling them.
Items/DesKeyPlate Red	You don't need all these plates. You will receive glass after disassembling them.
Items/DesKeyPlate White	You don't need all these plates. You will receive glass after disassembling them.
Items/DesKeyPot Green	Just a pot for cooking. You will receive some materials after disassembling it.
Items/DesKeyPot Main	Just a pot for cooking. You will receive some materials after disassembling it.
Items/DesKeyPot Red	Just a pot for cooking. You will receive some materials after disassembling it.
Items/DesKeyRadio	Nobody killed the radio star in this timeline.
Items/	
Items/DesKeyRafinery	Converts oil from the mines into proper, refined fuel.
Items/DesKeyRevolver	Can be helpful in difficult situations. You need bullets to use it.
Items/DesKeyRifle	Stronger, but slower than a revolver. Can be useful against large enemies.
Items/DesKeyRocketPlan	Your precious ULTIMATE PLAN. It's gonna help you build a rocket.
Items/DesKeySaltPepper	Adds new properties to your food.
Items/DesKeySeed Apple	Put into a patch of soil to grow an apple tree. You need a high room for that.
