# source	term	english
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPizzaMarinara	A classic pizza with a savory note.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PizzaQuattroFormaggi	Pizza quattro formaggi
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPizzaQuattroFormaggi	Let's face it, you probably can't differentiate four kinds of cheese in this molten mass, but it's a delicious calory bomb.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AppleEnergyBar	Apple energy bar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAppleEnergyBar	Effective energy boost from dried apples.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BerriesEnergyBar	Berries energy bar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBerriesEnergyBar	Effective energy boost from dried berries.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LemonEnergyBar	Lemon energy bar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyLemonEnergyBar	Effective energy boost from dried lemons.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OrangeEnergyBar	Orange energy bar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyOrangeEnergyBar	Effective energy boost from dried oranges.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AppleJam	Apple jam
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAppleJam	Brings back the memory of your grandma's apple pie. You'll probably never be able to replicate this exact taste though.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LemonJam	Lemon jam
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyLemonJam	Delicious sour taste, rich in antioxidants, may help your teeth stay white in case of caffeine overuse.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Cookie	Cookie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookie	No one would resist such a delicious cookie. Who knows, maybe it could even soften the heart of an Agent?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Tiramisu	Tiramisu
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTiramisu	An exquisite, coffee-flavoured cake. It's so delicious and nutritional it will make you feel much better about yourself and life in general.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SunflowerButter	Sunflower butter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySunflowerButter	A healthy, plant-based butter.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DriedLemon	Dried lemon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDriedLemon	This ingredient is incredibly useful in making lemon-flavored things.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hardtack	Hardtack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyHardtack	Simple to make, extremely durable. Might also require extremely durable teeth to eat.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PrepperMix	PrepperMix
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPrepperMix	This is not just a kitchen robot. It's a philosophy. It's a lifestyle. Automate your meals and taste the luxury.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedChickenLeg	Roasted chicken leg
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedChickenLeg	An easy, simple classic. Not a culinary masterpiece, but will do as a quick snack.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedCorn	Roasted corn
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRoastedCorn	Out of many things you can do with corn, this might be the tastiest choice.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EmptyCan	Empty can
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEmptyCan	There's no food there anymore, but you can scrap it for materials. Recycling!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EmptyJar	Empty jar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEmptyJar	There's no food there anymore, but you can scrap it for materials. Recycling!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Cage	Cage
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Car	Car
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WardrobeHerbalist	Wardrobe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ClimbingChalk	Climbing Chalk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesClimbingChalk	Make it easyer to climb. Loses it's effect after while.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Fibre	Fibre
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFibre	Basic Material. Needed to craft Ropes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Line	Rope
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLine	Can be placed on vertical walls. Makes it much easyer to climb. Some places can only by accessed with a rope.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainHerb	Mountain Herb
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainHerbWild	Mountain Herb
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainHerb	Can be used to brew a tea that restores stamina and prepperedness. Recipie for it need to be unlocked first.          
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Platform	Platform
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlatform	Can be placed on gaps that are missing floor. It needs Platform Spports for wider gaps.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlatformSupport	Platform Support
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlatformSupport	Used to support platforms placed across longer gaps in the floor.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Vine	Vine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesVine	You can deconstruct it into Fibre.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/VineLine	Vine Line
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesVineLine	Can be placed on vertical walls. Makes it much easyer to climb. Some places can only by accessed with a rope.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WalkieTalkie	Walkie Talkie
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWalkieTalkie	Don't go to The Mountain without it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WorkbenchMountainUpgrade1	Mountain Workbench Upgrade 1
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWorkbenchMountainUpgrade1	Basic essetials to climb mountains.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WorkbenchMountainUpgrade2	Mountain Workbench Upgrade 2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWorkbenchMountainUpgrade2	Basic essetials to climb mountains.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/IceMachine	IceMachine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesIceMachine	DesIceMachine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoTechNote1	CryoTechNote2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoTechNote2	CryoTechNote3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoTechNote3	CryoTechNote4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoTechNote4	CryoTechNote5
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoTechNote5	CryoTechNote6
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoTechNote1	DesCryoTechNote2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoTechNote2	DesCryoTechNote3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoTechNote3	DesCryoTechNote4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoTechNote4	DesCryoTechNote5
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoTechNote5	DesCryoTechNote6
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ClimbingBook	ClimbingBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesClimbingBook	DesClimbingBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PumaExpertBook	PumaExpertBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPumaExpertBook	DesPumaExpertBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WalrusBook2	WalrusBook3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWalrusBook2	DesWalrusBook3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BasicHikingClothes	BasicHikingClothes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBasicHikingClothes	DesBasicHikingClothes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainLootBox1	MountainLootBox2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainLootBox2	MountainLootBox3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainLootBox3	MountainLootBox4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainLootBox1	DesMountainLootBox2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainLootBox2	DesMountainLootBox3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainLootBox3	DesMountainLootBox4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoSleepPod	CryoSleepPod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoSleepPod	DesCryoSleepPod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CryoTeslaCoilGun	CryoTeslaCoilGun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCryoTeslaCoilGun	DesCryoTeslaCoilGun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FreezeDryer	FreezeDryer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFreezeDryer	DesFreezeDryer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HeatPack	HeatPack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHeatPack	DesHeatPack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HerbTea	HerbTea
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHerbTea	DesHerbTea
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HikingBackpack	HikingBackpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHikingBackpack	DesHikingBackpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HikingClothes	HikingClothes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHikingClothes	DesHikingClothes
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Ice	Ice
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesIce	DesIce
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Iceaxe	Iceaxe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesIceaxe	DesIceaxe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/IceCream	IceCream
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesIceCream	DesIceCream
I2Languages (I2.Loc.LanguageSourceAsset)	Items/IceCreamMachine	IceCreamMachine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesIceCreamMachine	DesIceCreamMachine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/IceMiningRock	IceMiningRock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainInitLetter	MountainInitLetter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainInitLetter	DesMountainInitLetter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainInitPackage	MountainInitPackage
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainInitPackage	DesMountainInitPackage
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Piton	Piton
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPiton	DesPiton
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Safe	Safe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSafe	DesSafe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Snow	Snow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnow	DesSnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Sorter	Sorter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSorter	DesSorter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Thermos	Thermos
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesThermos	DesThermos
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Titan	Titan
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTitan	DesTitan
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TitanFurnace	TitanFurnace
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTitanFurnace	DesTitanFurnace
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TitanOre	TitanOre
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTitanOre	DesTitanOre
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TitanRock	TitanRock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TravelRefrigerator	TravelRefrigerator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTravelRefrigerator	DesTravelRefrigerator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Puma	Puma
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FirstAidKit	First Aid Kit
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainPlankCabinetWhiteSmall	Small white plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainArmyChest	Army Chest
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainRailwayController	Railway Controller
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Marshmallow	Marshmallow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMarshmallow	
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ClimbWall	Climbing Wall
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CottageSofa	CottageSofa
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCottageSofa	DesCottageSofa
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CuckooClock	CuckooClock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCuckooClock	DesCuckooClock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Fireplace	Fireplace
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFireplace	DesFireplace
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FurRag	FurRag
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFurRag	DesFurRag
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainViewWindow	MountainViewWindow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainViewWindow	DesMountainViewWindow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OilLamp	OilLamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOilLamp	DesOilLamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowGlobe	SnowGlobe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowGlobe	DesSnowGlobe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Snowmaker	Snowmaker
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowmaker	DesSnowmaker
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManBase1	SnowManBase2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManBase1	DesSnowManBase2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManBase2	SnowManBase3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManBase2	DesSnowManBase3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManCylinder	SnowManCylinder
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManCylinder	DesSnowManCylinder
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManHat	SnowManHat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManHat	DesSnowManHat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManHead1	SnowManHead2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManHead1	DesSnowManHead2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManHead2	SnowManHead3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManHead2	DesSnowManHead3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManMiddle1	SnowManMiddle2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManMiddle1	DesSnowManMiddle2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowManMiddle2	SnowManMiddle3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowManMiddle2	DesSnowManMiddle3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainInfiniteLevelNote	Diane Note
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainLogs	Logs for later
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SnowmanBook	How to Build a Snowman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSnowmanBook	DesSnowmanBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainHerbBook	MountainHerbBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMountainHerbBook	DesMountainHerbBook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MountainTraderNote	MountainTraderNote
I2Languages (I2.Loc.LanguageSourceAsset)	Items/YetiFootPrint	Big Foot Print
I2Languages (I2.Loc.LanguageSourceAsset)	Items/YetiHandPrint	Big Hand Print
I2Languages (I2.Loc.LanguageSourceAsset)	Items/YetiRock	Yeti-shaped Rock
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/ArtOfNegotiationBook1	Better prices achieved in trade.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/ArtOfNegotiationBook2	Even better prices achieved in trade.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/BuilderBook	Faster building of shelter rooms.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/DoItYourselfBook1	Faster crafting.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/DoItYourselfBook2	Even faster crafting.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/GardeningBook1	Faster plants growth.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/GardeningBook2	Even faster plants growth.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/HealthyEatingBook	More health from food.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/MartialArtsBook1	More damage and speed in fight. \nLets you move and attack simultaneously.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/MartialArtsBook2	Even more damage and speed in fight. \nLets you move and attack simultaneously.\nUnlocks critical hits.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/NoSleepBook	More stamina and Preparedness gained from sleeping and napping.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/PetrolheadBook	Smaller fuel usage in cars and other machines.
I2Languages (I2.Loc.LanguageSourceAsset)	Skills/PreppersGuideBook	Slower Preparedness drain.
