# key	english	bulgarian	french	russian
myCash	My cash	Моите пари	Mon argent	Мои деньги
Buy	Buy	Купи	Acheter	Купить
Inspect	Inspect	Прегледай	Inspecter	Осмотр
exitG	Exit	Изход	Quitter	Выйти
exitW	Exit to windows	Изход от играта	Quitter vers Windows	Выйти в WIN
Settings	Settings	Настройки	Options	Настройки
exitM	Exit to menu	Изход към менюто	Quitter vers le menu	Выйти в меню
Hold	Hold	Дръж	Pause	Прервать
Controls	Controls	Контроли	Contrôles	Управл.
Audio	Audio	Аудио	Audio	Аудио
Results	Results	Резултати	Résultats	Итоги
Volume	Volume	Основен звук	Volume	Громкость
Game	Game	Игра	Jeu	Игра
Graphics	Graphics	Графика	Graphismes	Графика
Music	Music	Музика	Musique	Музыка
Ambient	Ambient	Околна среда	Ambiance	Окружение
Effects	Effects	Ефекти	Effets	Эффекты
Always Run	Always Run	Постоянно бягане	Toujours Courir	Всегда бежать
Language	Language	Език	Langue	Язык
Keyboard Camera Speed	Keyboard Camera Speed	Скорост на камерата	Vitesse Caméra (clavier)	Скорость камеры с клавиатуры
Keyboard Camera SpeedPort	Camera Speed	Скорост на камерата	Vitesse de la Caméra	Скорость камеры
Screen Edge Camera Speed	Screen Edge Camera Speed	Скорост на камерата по ръба на екрана	Vitesse Caméra (souris)	Скорость камеры по краям экрана
Show Tips	Show Tips	Показване на съвети	Montrer Les Astuces	Показывать подсказки
Resolution	Resolution	Резолюция	Résolution	Разрешение
Fullscreen	Fullscreen	Цял екран	Plein Ecran	Во весь экран
V-sync	V-sync	Синхронизация V-Sync	Synchro. Verticale	Вертикальная синхронизация
Brightness	Brightness	Яркост	Luminosité	Яркость
Antialiasing	Antialiasing	Антиалиасинг	Antialiasing	Сглаживание
Extra Antialiasing	Extra Antialiasing	Допълнително изглаждане на ръбовете	Extra Antialiasing	Экстрасглаживание
Depth Of Field	Depth Of Field	Дълбочина на фокуса	Profondeur De Champ	Глубина резкости
Ambient Occlusion	Ambient Occlusion	Амбиент оклузия	Occlusion Ambiante	Рассеянное затенение
Ambient Obscurance	Ambient Obscurance	Околна тъмнина	Obscurance Ambiante	Улучшенное рассеянное затенение
Bloom	Bloom	Сияние	Bloom	Свечение
Shadow Quality	Shadow Quality	Сенчесто качество	Qualité des Ombres	Качество теней
Texture Quality	Texture Quality	Качество на текстурите	Qualité des Textures	Качество текстур
Detail Level	Detail Level	Ниво на детайлност	Niveau de Details	Качество детализации
Forward Rendering	Forward Rendering	Напредничаво рендиране	Rendu 3D	Прямой рендеринг
Attack Type	Attack Type	Тип атака	Type d'attaque	Тип атаки
Low	Low	Ниско	Bas	Низкое
Medium	Medium	Среден	Moyen	Среднее
High	High	Високо	Haut	Высокое
Framerate Limit	Framerate Limit	Ограничение на кадрите	Limite d'IPS	Ограничение частоты кадров
No Limit	No Limit	Без лимит	Pas de Limite	Без огр.
V-sync Limit	V-sync Limit	Ограничение на V-sync	Limite V-Sync	Огр. верт. синх.
deposite	Deposit All	Депозирай всичко	Tout Déposer	Положить все
apply	Apply	Приложи	Appliquer	Подтвердить
takeAll	Take All	Вземи всичко	Tout Prendre	Взять все
Journal	Journal	Дневник	Journal	Блокнот
Gear	Gear	Екипировка	Équipement	Снаряжение
eatAll	Eat All	Изяж всичко	Tout Manger	СЪЕСТЬ ВСЕ
reload	Reload?	Презареди?	Recharger?	Перезагрузиться?
moreRocket	More of the rocket\nin the full version	Повече ракети\nв пълната версия	Plus sur la fusée dans la version complète	Ракета вернется\nв полной версии
traded	TRADED	ТЪРГОВИРАНО	ÉCHANGÉ	ПРОДАНО
Continue	Continue	Продължи	Continuer	Продолжить
New Game	New Game	Нова игра	Nouvelle Partie	Новая игра
Options	Options	Опции	Options	Настройки
Exit	Exit	Изход	Quitter	Выйти
Play	Play	Играй	Jouer	Играть
Remove	Remove	Премахни	Effacer	Удалить
TooHeavy	Too heavy	Прекалено тежко	Trop lourd	Слишком тяжело
SomeNews	maybe some news?	може би някакви новини?	Peut-être quelques nouvelles?	Есть новости?
NeedFuel	you need fuel	ти имаш нужда от гориво	Vous avez besoin de carburant	Вам нужно топливо
NeedWater	You need water	Имаш нужда от вода	Vous avez besoin d'eau	Вам нужна вода
WrongContainer	not proper container	не е подходящ контейнер	mauvais conteneur	Не подходит
NotReady	Not ready	Не е готов	Pas prêt	Не готово
WayBlocked	Way is blocked	Пътят е блокиран	Le passage est bloqué	Путь перекрыт
CantGo	Can't go there	Не можеш да отидеш там	Impossible d'aller là	Пройти не удастся
saved	saved	запазено	Sauvegardé	Сохранено
time	time	време	temps	время
NotPrepared	You were not prepared	Не беше подготвен	Vous n'étiez pas préparé	Вы не подготовились
PrologueExitShowcase0	FULL GAME\nINCLUDES	ПЪЛНАТА ИГРА\nВКЛЮЧВА	LE JEU COMPLET CONTIENT	ПОЛНАЯ ВЕРСИЯ\nВКЛЮЧАЕТ
PrologueExitShowcase1	ROOM\nUPGRADES	ПОПРАВИ\nОБНОВЛЕНИЯ	AMÉLIORATIONS DE PIÈCES	УЛУЧШЕНИЯ\nКОМНАТ
PrologueExitShowcase2	WATER SUPPLY\nSYSTEMS	ВОДОПРОВОДНА СИСТЕМА\nСИСТЕМИ	SYSTÈMES D'ALIMENTATION EN EAU	СИСТЕМЫ ПОДАЧИ\nВОДЫ
PrologueExitShowcase3	POWER SUPPLY\nSYSTEMS	ЕЛЕКТРОЗАХРАНВАНЕ\nСИСТЕМИ	SYSTÈMES D'ALIMENTATION ÉLECTRIQUE	СИСТЕМЫ \nЭЛЕКТОПИТАНИЯ
PrologueExitShowcase4	VARIOUS FARM\nTYPES	РАЗЛИЧНИ ВИДОВЕ ФЕРМИ\nТИПОВЕ	DIFFÉRENTS TYPES DE CULTURE	РАЗНЫЕ ТИПЫ\nФЕРМ
PrologueExitShowcase5	MINING	ДОБИВ НА РЕСУРСИ	MINAGE	ГОРНОЕ ДЕЛО
PrologueExitShowcase6	FULL STORY AND\nQUEST SYSTEM	ПЪЛНАТА ИСТОРИЯ И\nСИСТЕМА ЗА ЗАДАЧИ	HISTOIRE COMPLÈTE ET QUÊTES	ВСЮ ИСТОРИЮ И\nСИСТЕМУ КВЕСТОВ
PrologueExitShowcase7	AND THAT IS ONLY\nTHE BEGINNING!	И ТОВА Е САМО\nНАЧАЛОТО!	ET CE N'EST QUE LE DÉBUT!	И ЭТО ТОЛЬКО\nНАЧАЛО!
PrologueExitShowcase8	VISIT MR. PREPPER\nSTEAM PAGE	ПОСЕТИ ПРЕПЪР\nСТРАНИЦА В STEAM	VISITEZ LA PAGE STEAM DE MR. PREPPER	ЗАХОДИТЕ НА СТРАНИЦУ\nMR. PREPPER В STEAM
createDate	created	създаден	créé	создано
saveDate	saved	запазено	sauvegardé	сохранено
version	version	версия	version	версия
VersionsInfographicsPrologue	<size=125%><color=#FFDA3EFF>What's the prologue?</color></size>\n+ Tutorial\n+ Basic Mechanics\n+ Extended Mechanics\n+ Beginning of the story	<size=125%><color=#FFDA3EFF>Какво е прологът?</color></size>\n+ Урок\n+ Основни механики\n+ Разширени механики\n+ Начало на историята	<size=125%><color=#FFDA3EFF>Qu'est-ce que le prologue?</color></size>\n+ Tutoriel\n+ Mécaniques de base\n+ Mécaniques avancées\n+ Début de l'histoire	<size=125%><color=#FFDA3EFF>Что вы увидите в прологе?</color></size>\n+ Обучение\n+ Основные механики\n+ Продвинутые механики\n+ Начало истории
VersionsInfographicsPrologueButton	<align="center"><size=125%><color=#FFDA3EFF>Wanna play prologue?</color></size>\n<size=125%><align="center"><cspace=1.4em>[click here]</cspace>	<align="center"><size=125%><color=#FFDA3EFF>Искаш ли да играеш пролога?</color></size>\n<size=125%><align="center"><cspace=1.4em>[click here]</cspace>	<align="center"><size=125%><color=#FFDA3EFF>Voulez-vous jouer au prologue?</color></size>\n<size=125%><align="center"><cspace=1.4em>[cliquez ici]</cspace>	<align="center"><size=125%><color=#FFDA3EFF>Хотите поиграть в пролог?</color></size>\n<size=125%><align="center"><cspace=1.4em>[нажмите сюда]</cspace>
VersionsInfographicsDemo	<size=125%><color=#FFDA3EFF>What's the demo?</color></size>\n+ Tutorial\n+ Basic Mechanics	<size=125%><color=#FFDA3EFF>Какво е демото?</color></size>\n+ Урок\n+ Основни механики	<size=125%><color=#FFDA3EFF>Qu'est-ce que la démo?</color></size>\n+ Tutoriel\n+ Mécaniques de base	<size=125%><color=#FFDA3EFF>Что вы увидите в демоверсии?</color></size>\n+ Обучение\n+ Основные механики
VersionsInfographicsDemoLabel	<size=125%><color=#FFDA3EFF>You're playing demo <align="center">right now</color></size>	<size=125%><color=#FFDA3EFF>Играеш демо <align="center">сега</color></size>	<size=125%><color=#FFDA3EFF>Vous jouez à la démo <align="center">en ce moment</color></size>	<size=125%><color=#FFDA3EFF>Сыграйте в демоверсию <align="center">прямо сейчас</color></size>
Keep Cursor Inside Window	Keep the cursor inside the window	Дръж курсора вътре в прозореца	Garder le curseur dans la fenêtre	Оставить курсор внутри окна
Display Mode	Display mode	Режим на показване	Mode d'affichage	Режим экрана
Windowed	Window	Прозорец	Fenêtré	Оконный
Fullscreen Window	Borderless window	Безрамков прозорец	Fenêtre sans bordure	Окно без рамок
Maximized Window	Maximized window	Максимизиран прозорец	Fenêtre agrandie	Развернутое окно
Exclusive Mode	Fullscreen	Цял екран	Plein écran	Полноэкранный
Buffering	Buffering	Буфериране	Échantillonnage	Буферизация
Off	Off	Изключено	Désactivé	Выкл.
Grain	Film grain	Зърнистост на филма	Grain de film	Зернистость
lightsMinigame	Lights On	Светлини Включени	Lumières allumées	Да будет свет
blocksMinigame	Block Out	Блокирай	Suppression des blocs	Блокировка
pushMe	Push me	Натисни ме	Poussez-moi	Толкни меня
FBaitRunoutPopup	I've run out of fishing bait.	Изчерпал съм риболовната стръв.	Je n'ai plus d'appâts pour pêcher	Наживка закончилась.
FMissRodPopup	What...? Where is my fishing rod?	Какво...? Къде ми е въдицата?	Quoi... ? Où est ma canne à pêche?	Что?.. Где моя удочка?
FEndOfFishsesPopup	All fish have run away.	Всички риби са избягали.	Tous les poissons se sont échappés.	Здесь больше нет рыбы.
mazeMinigameWin	You won!	Спечели!	Vous avez gagné!	Вы победили!
FUIOpenPopup	You can't continue fishing with the equipment open.	Не можеш да продължиш да ловиш с отворена екипировка.	Vous ne pouvez pas continuer à pêcher si votre équipement est ouvert.	Вы не можете продолжить рыбачить с открытой экипировкой.
