# key	english	bulgarian	french	russian
UI/menuNuclearDLCInfo	To start the DLC side story, you need to survive until day 12 and complete a couple of quests from the main story. When these conditions are met, the scout girl will appear in the morning with information that starts the DLC.	За да започнеш страничната история от допълнителното съдържание (DLC), трябва да оцелееш до ден 12 и да изпълниш няколко задачи от основната история. Когато тези условия са изпълнени, скаут момичето ще се появи сутринта с информация, която стартира DLC-то.	Pour commencer l’histoire annexe du DLC, vous devez survivre jusqu’au 12ᵉ jour et terminer quelques quêtes de l’histoire principale. Une fois ces conditions remplies, l’éclaireuse apparaîtra le matin avec les informations lançant le DLC.	Чтобы начать побочную историю DLC, нужно выжить до 12-го дня и выполнить несколько заданий из основной истории. Когда условия будут выполнены, разведчица появится утром с информацией для запуска DLC.
UI/gasMaskAsk	Gas Mask	Газомаска	Masque à gaz	Противогаз
UI/Upgraded	Upgraded	Подобрен	Amélioré	Модернизированный
UI/buffsWindow	Player status	Статус на играча	Statut du joueur	Статус игрока
UI/creditsPort	Port by Console Way	Порт от Console Way	Porté par Console Way	Порт от Console Way
UI/sleepOnlySave	Your progress is being saved only when you sleep or nap.	Твоят напредък се запазва само когато спиш или почиваш	Votre progression n'est enregistrée que lorsque vous dormez.	Твой прогресс сохраняется только во время сна.
UI/contextFREEZE	Freeze	Замразяване		
UI/contextDIAGNOSE	Diagnose	Диагностицирай		
UI/contextCALIBRATE	Calibrate	Калибрирай		
UI/Ice	Ice	Лед		
UI/contextSCAREOFF	Scare Off	Изплаши		
UI/contextREACTIVATE	Reactivate	Активирай отново		
UI/contextTURN_ON_FIRE	Light Up	Запали		
UI/contextTURN_OFF_FIRE	Extinguish	Угаси огъня		
UI/contextTURNOFF	Turn Off	Изключи		
UI/contextSHAKE	Shake	Разклати		
UI/frozenItemTutorialMessage	Freeze-dried — this item never expires.	Сушено — този предмет никога не изтича.		
UI/mountainDLC	MountainDLC	Планински DLC		
UI/ALL_FOOD	All recipes	Всички рецепти	Toutes les recettes	Все рецепты
UI/RemainingTime	Remaining time	Оставащо време	Temps restant	Оставшееся время
UI/Under	under	под	moins de	менее
UI/ToggleReadyToCraftTip	Show only blueprints you have materials for.	Показвай само чертежите, за които имаш материали.	Afficher uniquement les plans pour lesquels vous avez les matériaux.	Показывать только чертежи, для которых у вас есть материалы.
UI/ToggleReadyToCookTip	Show only recipes you have ingredients for.	Показвай само рецепти, за които имаш съставки.	Afficher uniquement les recettes pour lesquelles vous avez les ingrédients.	Показывать только рецепты, для которых у вас есть ингредиенты.
UI/FoodAttributeRegenInfo1	Eat to regenerate [x] [y]	Яж, за да възстановиш [x] [y]	Mangez pour récupérer [x] [y]	Съешьте, чтобы восстановить [x] [y]
UI/FoodExpireInfo1	Expires after [x]	Изтича след [x]	Se périme après [x]	Испортится через [x]
UI/FoodMaxAttributeIncreaseInfo1	<b>Improved [x]</b>\n\nGain +[y] Max [x] for 24 hours.\nThis effect does not stack.	<b>Подобрен [x]</b>\n\nПолучаваш +[y] Макс [x] за 24 часа.\nТози ефект не се натрупва.	<b>[x] amélioré</b>\n\nAugmente le maximum de [x] de +[y] pendant 24 heures.\nCet effet ne se cumule pas.	<b>Улучшено: [x]</b>\n\nМаксимум [x] увеличивается на +[y] на 24 часа.\nЭффект не складывается.
UI/FoodMaxAttributeIncreaseInfo2	Eat [z] more to permanently gain +1 Max [x].	Яж [z] повече, за да получиш постоянно +1 Макс [x].	Mangez encore [z] pour obtenir définitivement +1 au maximum de [x].	Съешьте ещё [z], чтобы навсегда получить +1 к максимуму [x].
