# key	english	bulgarian	french	russian
Dialogues/prepScarecrow2	<voice type=laugh>\nOh look, it’s him again. Or her? Them? I don’t know how gender works in scarecrows.	<voice type=laugh>\nО, виж го, той е тук отново. Или тя? Те? Не знам как работи пола при стражи.	<voice type=laugh>\nOh, c'est encore lui. Ou elle? Ou eux? Je ne sais pas comment fonctionne le genre chez les épouvantails.	<voice type=laugh>\nО, гляньте-ка, опять он. Или она? Оно? Гендерные различия пугал – не мой конек.
Dialogues/prepAgentMaterialRecognize3	<voice type=surprise>\nIs this black fabric a fragment of his suit?!	<voice type=surprise>\nТова черно тъканче е фрагмент от неговия костюм?!	<voice type=surprise>\nCe tissu noir est un fragment de son costume?!	<voice type=surprise>\nЭтот обрывок ткани – от его костюма?!
Dialogues/prepAgentMaterialConfront1	<voice type=greeting>\nBless the President!\n<voice type=question>\nDear Mr. Agent, can I ask you a question?	<voice type=greeting>\nБоже, пази президента!\n<voice type=question>\nУважаеми господин Агент, мога ли да ти зададам въпрос?	<voice type=greeting>\nQue Dieu bénisse le président!\n<voice type=question>\nMonsieur l'Agent, puis-je vous poser une question?	<voice type=greeting>\nБоже, храни президента!\n<voice type=question>\nУважаемый агент, могу я задать вам вопрос?
Dialogues/agentAgentMaterialConfront2	<voice type=question>\nWhat is it, citizen?	<voice type=question>\nКакво е, гражданино?	<voice type=question>\nQu'y a-t-il, citoyen?	<voice type=question>\nВ чем дело, гражданин?
Dialogues/prepAgentMaterialConfront3	<voice type=question>\nCould you explain how this fragment of your suit ended up on the grounds of Murricaville State Farm?	<voice type=question>\nМожеш ли да ми обясниш как този фрагмент от твоя костюм е попаднал на територията на Мърикавил State Farm?	<voice type=question>\nPourriez-vous m'expliquer comment ce fragment de votre costume s'est retrouvé sur le terrain de la ferme d'état de Murricaville?	<voice type=question>\nНе могли бы вы объяснить, как обрывок вашего костюма оказался на земле Мерикосвильского хозяйства?
Dialogues/agentAgentMaterialConfront4.1	<voice type=question>\n?		<voice type=question>\n?	<voice type=question>\n?
Dialogues/agentAgentMaterialConfront4.2	<voice type=surprise>\n?!?!		<voice type=surprise>\n?!?!	<voice type=surprise>\n?!?!
Dialogues/agentAgentMaterialConfront5	<voice type=negation>\nThis is unacceptable, Citizen.\n<voice type=anger>\nFrom now on, you are banned from entering the farm!\n<voice type=order>\nEspecially on the next Sunday!	<voice type=negation>\nТова е неприемливо, Граждани.\n<voice type=anger>\nОтсега нататък си забранен да влизаш във фермата!\n<voice type=order>\nОсобено в следващата неделя!	<voice type=negation>\nC'est inacceptable, Citoyen.\n<voice type=anger>\nÀ partir de maintenant, il vous est interdit d'entrer dans la ferme!\n<voice type=order>\nEn particulier dimanche prochain!	<voice type=negation>\nЭто неприемлемо, гражданин.\n<voice type=anger>\nС этого момента вам запрещено появляться на территории хозяйства!\n<voice type=order>\nОсобенно – в следующее воскресенье!
Dialogues/agentAgentMaterialConfront6	<voice type=disappointment>\nUhm...	<voice type=disappointment>\nЕх...	<voice type=disappointment>\nEuh...	<voice type=disappointment>\nЭм...
Dialogues/agentAgentMaterialConfront7	<voice type=negation>\nNo, wait. I don't have anyone to replace you.\n<voice type=acceptance>\nWhat I meant is... you need to double your efforts on the farm, Citizen.\n<voice type=order>\nYou can expect a formal letter with updated requirements very soon.\nBless the President.	<voice type=negation>\nНе, чакай. Нямам никого да те замени.\n<voice type=acceptance>\nТова, което казах, е... трябва да удвоиш усилията си на фермата, Гражданин.\n<voice type=order>\nМного скоро ще получиш официално писмо с обновените изисквания.\nБлагословено бъде президента.	<voice type=negation>\nNon, attendez. Je n'ai personne pour vous remplacer.\n<voice type=acceptance>\nCe que je voulais dire, c'est que... vous devez redoubler d'efforts à la ferme, citoyen. \n<voice type=order>\nAttendez-vous à recevoir une lettre officielle dans les plus brefs délais, avec une mise à jour des exigences. Que Dieu bénisse le Président.	<voice type=negation>\nХотя погодите-ка. Мне некем вас заменить.\n<voice type=acceptance>\nА значит... вам нужно будет удвоить усилия в вашей работе на ферме.\n<voice type=order>\nОфициальное письмо с обновленными требованиями скоро будет доставлено. Боже, храни президента.
Dialogues/prepAgentMaterialConfront8	<voice type=laugh>\nThat was... very interesting.\n<voice type=question>\nSunday, you say?	<voice type=laugh>\nТова беше... много интересно.\n<voice type=question>\nНеделя, казваш?	<voice type=laugh>\nC'était... très intéressant.\n<voice type=question>\nDimanche, dites-vous?	<voice type=laugh>\nЭто было... занимательно.\n<voice type=question>\nВоскресенье, значит?
Dialogues/prepPlayesSeeAgent1	<voice type=surprise>\nThe Agent?\n<voice type=question>\nWhat is he doing here at this time?\n<voice type=question>\nI thought he was gone for good.	<voice type=surprise>\nАгентът?\n<voice type=question>\nКакво прави той тук по това време?\n<voice type=question>\nМислех, че си е отишъл завинаги.	<voice type=surprise>\nL'agent? \n<voice type=question>\nQu'est-ce qu'il fait ici?\n<voice type=question>\nJe pensais qu'il était parti pour de bon.	<voice type=surprise>\nАгент?\n<voice type=question>\nЧто он забыл здесь в такое время?\n<voice type=question>\nЯ думал, что он уже не появится.
Dialogues/prepNightAgent1	<voice type=question>\nIs it a proper time for inspection?	<voice type=question>\nЕто подходящо време за проверка?	<voice type=question>\nEst-ce que c'est le moment adéquat pour une inspection?	<voice type=question>\nРазве сейчас подходящее время для проверки?
Dialogues/agentNightAgent2	<voice type=order>\nIt's always a proper time for inspection.	<voice type=order>\nВинаги е подходящо време за проверка.	<voice type=order>\nC'est toujours le moment adéquat pour une inspection.	<voice type=order>\nДля проверки любое время – подходящее.
Dialogues/agentNightAgent3	<voice type=order>\nMr. Prepper, let's be serious now.\nI know about your... investigation.	<voice type=order>\nГ-то Препър, да бъдем сериозни вече.\nЗнам за твоето... разследване.	<voice type=order>\nMr. Prepper, soyons sérieux maintenant. Je suis au courant de votre... enquête.	<voice type=order>\nА теперь, мистер Выживальщик, давайте начистоту.\nЯ осведомлен о вашем... расследовании.
Dialogues/prepNightAgent4	<voice type=question>\nOh, I'm always serious. What about it, Mr. Agent?	<voice type=question>\nО, винаги съм сериозен. Какво има, г-н Агент?	<voice type=question>\nOh, je suis toujours sérieux. Et qu'en est-il, monsieur l'agent?	<voice type=question>\nО, я всегда открыт словно книга. И что же не так с моим расследованием, господин агент?
Dialogues/agentNightAgent5	<voice type=order>\nMr. Prepper, please stop getting involved in this.\n<voice type=order>\nThis is an official order from the authorities.	<voice type=order>\nГ-н Препър, моля, спре да се намесваш в това.\n<voice type=order>\nТова е официална заповед от властите.	<voice type=order>\nMr. Prepper, ne vous mêlez plus de ça, s'il vous plaît.\n<voice type=order>\nCeci est un ordre officiel des autorités.	<voice type=order>\nМистер Выживальщик, пожалуйста, прекратите копать в этом направлении.\n<voice type=order>\nЭто официальное распоряжение властей.
